LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
41953,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권+장비렌탈 비수기,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41955,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권 비수기,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41959,[경기 김포] 버드몽 테마파크 동물체험장,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41960,[대구 달서] 이월드 83타워 아이스링크 PKG 2월,* 문의전화 : 1644-1346 (레저큐 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
41961,[전북 완주] 꿈꾸는 아이 직업체험장,* 문의전화 : 1644-1346 (레저큐 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
41962,[경남 김해] 롯데워터파크 종일권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41964,[서울/경기出] 거제 지심도동백꽃+해금강일출&공곶이수선화 ★무박여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41966,[서울 성동] 르누아르 展 +슈가플래닛PKG ★전시,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41969,[서울 서대문구] 신촌 더 사뿐 : 커플마사지&아로마테라피,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41971,[경기 용인] 캐리비안베이 종일 이용권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41973,[강원 평창] 휘닉스평창 18/19 S시즌권 1차,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41974,[경기 부천] 웅진플레이도시 뽀로로 플레이파크 눈썰매장 2월,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41975,[경기 부천] 웅진 뽀로로 플레이파크 눈썰매장 1타임+플랜디 2시간,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41976,[경기 부천] 웅진플레이도시 워터파크 하이시즌 2월,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41977,[서울 마포] 연극 당신이주인공 2월★공연,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41978,[경기 안산] 미스터힐링 : 힐링카페 안산중앙역점★,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
41979,[경기 안양] 미스터힐링 : 힐링카페,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
41980,[경기 부천] 웅진플레이도시 스키&보드 1타임권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41981,[강원 영월] 동강시스타 힐링스파,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41982,[강원 평창] 휘닉스평창 18/19시즌 리프트권+왕복 버스PKG,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41983,[경북 경주] 블루원 워터파크★토특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41984,[경기 의정부] 아일랜드캐슬 찜질방(바데풀),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴) • 이용예정 티켓확인 : http://book.cjtone.co.kr/
41985,[서울 강남] 헤븐리 29 : 힐링카페,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41986,[부산 해운대] 부산 아쿠아리움 커플권,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41988,[대구 달서] 이월드 2월 익스트림판타지 자유이용권,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41994,[경남 거제] 거제 지심도 + 동피랑 벽화마을(조식제공) ★ 당일여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41995,[서울 영등포] 씨랄라 워터파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41996,[경기 용인] 미스터힐링 용인 4개지점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41997,[경기 의정부] 미스터힐링 : 힐링카페,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41998,[경기 과천] 서울랜드 연간회원권,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
41999,[경기 이천] 미스터힐링 이천중앙점★황금연휴,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42001,[충남 태안] 얼리버드 2019세계튤립축제,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42002,[충남 태안] 얼리버드 2019 태안 수선화축제,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42004,[부산 남구] 캠프VR 경성대점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42005,[서울 잠실] 롯데월드몰 VR퓨처시네마 영화관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42006,[서울 신촌] 신촌 꾼낚시카페 시즌2,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42008,[전남] 여수투어패스 (스카이타워 외 3곳),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42009,[경기 용인] 에버랜드 종일/오후권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42010,[경기 용인] 에버랜드 콩그레듀에이션 (종일권+큐패스+럭키코인),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42011,[경기 수원] 대물 실내낚시터,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42012,[경북 경산] 용암웰빙스파 다회권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42013,[대구 달서] 이월드 커플 자유이용권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42014,[경북 청도] 용암온천 이용권 + 빛축제 PKG,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42015,"[충남 태안] 2019  당신의밤, 태안빛축제",• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42016,[경북 청도] 용암온천 이용권 + 빛축제 PKG ★설특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42017,[경기 일산] 원마운트 워터파크 종일권 2월,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42018,[경북 경산] 경산용암 웰빙스파,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42019,[경북 경산] 경산용암 웰빙스파 ★설특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42020,[경기 일산] 원마운트 워터파크 종일권 1+1 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42022,[경기 일산] 원마운트 스노우파크 종일권 2월,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42028,[전남 여수] 여수 테디베어 뮤지엄,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42029,[서울 종로] 마녀정원  展,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42030,[경기 평택] 미스터힐링 : 힐링카페,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42032,[경기 일산] 원마운트 워터파크 종일권 2+1 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42033,[경기 일산] 원마운트 스노우파크 소인권 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42035,[경기 용인] 하이온VR 기흥점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42036,"[경북 안동] 합시다 여행, 나랑같이~ 안동여행 ★1박여행",• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42038,[경기 화성] 미스터힐링 동탄역점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42039,[인천 연수] 미스터힐링 송도스마트밸리점 / 인천송도점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42040,[인천 남구] 미스터힐링 인천 주안점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42044,[제주 서귀포] 유람선 : 투어관광,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42047,[제주 제주시] 난타공연 : 이색공연,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42054,[충남 태안] 안면도 투어패스 (코리아플라워파크-빛축제 외 1곳),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42059,[경기 용인] 캐리비안베이 종일/오후권 + 락카,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42060,"[경기 용인] 캐리비안베이 2,3인권+실내락카",• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42061,[서울 종로] 로맨틱코미디 연극 한뼘사이,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42062,[경기 의정부] 아일랜드캐슬 스파 워터파크★임팩트딜,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42063,[경기 용인] 에버랜드 종일권 ★임팩트딜,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42064,[경기 용인] 에버랜드 종일권★2월14일 오직 이 날만!,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42065,[서울 종로] 대학로 라이어 1탄 2월★연극,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42066,[경북 경주] 라마다 호텔&리조트 경주 스파,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42067,[충남 태안] 2019 코리아 플라워파크 빛축제,• 문의전화 : 1599-8370 (가자고 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42068,[대구 달서] 이월드 연간회원권 2월,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42069,[강원 춘천] 미스터힐링 운교점 / 석사점★황금연휴,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42070,[강원 원주] 미스터힐링 원주점★황금연휴,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42071,[경기 부천] 플레이아쿠아리움 식사 PKG,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42072,[인천 서구] 미스터힐링 검단역점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42073,[인천 남동] 미스터힐링 구월점/ 인천논현점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42074,[강원 평창] 휘닉스평창 19시즌 리프트권 PKG★리프트권_휘닉스파크,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42075,[인천 부평] 미스터힐링 부평역점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42082,[충남 천안] 상록리조트 놀이동산 BIG6 주말 및 공휴일 이용권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42085,[대전 동구] 미스터힐링 CGV 대전터미널점 ★황금연휴,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42088,[대전 서구] 미스터힐링 대전시청점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42089,[제주 서귀포] 미스터힐링 서귀포중문점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42092,[제주 제주시] 미스터힐링 제주시청점 / 제주CGV노형점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42093,[충남 천안] 상록리조트 놀이동산 주말 및 공휴일 자유이용권,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42094,[서울 강서] 코코몽 키즈랜드 강서점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42096,[서울 종로] 극적인하룻밤 2월★공연,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42102,[경기 남양주] 코코몽팜빌리지 & 교통안전체험교육관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42104,[제주 애월] 판타지월드,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42105,[전남 광양] 와인동굴,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42107,[광주 북구] 코코몽 키즈랜드 광주역점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42110,[충남 금산] 금산 한방스파&호텔,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42113,[서울출발] 봄꽃대전 1탄! 광양매화or구례산수유 기차여행(무박) ★당일여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42115,[서울/경기出] 봄꽃 여행의 시작 광양매화축제(조식제공) ★당일여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42124,[대전 중구] 코코몽 키즈랜드 대전 중앙로점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42133,[대전 유성] 미스터힐링 테크노밸리점★황금연휴,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42135,[전남 여수] 미스터힐링 여수 2개 지점 :학동점 / 이순신점★황금연휴,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42136,[전남 여수] 여수 엑스포 기념관,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42149,[전남 광양] 2019광양매화+구례산수유 무박여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42153,[충남 천안] 미스터힐링 천안신부점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42158,[대구 동구] 미스터힐링 혁신도시점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42159,[강원] 정선평창 투어패스 (화암동굴 외 8곳),• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
42169,[경남 거제] 미스터힐링 거제고현점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
42170,[전남 구례] 봄의 전령사! 구례산수유 꽃축제(조식제공) ★ 당일여행,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
