LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
46271,[전북] 임실아쿠아축제+전북투어패스,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능  * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46272,[경남 하동] 금오산랜드 물썰매장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 중복할인 불가
46273,[대구 달성] 대구 스파밸리 골드시즌★시즌한정 특가 포함,* 패키지 1곳 이용시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46274,[경기 파주] 두레마을 야외수영장,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46275,[제주 서귀포] 제주 항공우주박물관+소인국+앨리스전시회,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가합니다.
46276,[경기 부천] 플레이아쿠아리움 스쿠버자격증,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46277,[경기 가평] 캠프통포레스트 ★풀 페스티벌 ★,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46278,[경기 양평] 양평 서바이벌 테마파크,"* 유효기간 무관 미사용 환불 100% * (단,서바이벌 예약 당일취소 시 환불불가) * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다."
46279,[부산 해운대] 부산 아쿠아리움 + 에덴밸리 루지PKG,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46280,[서울 서초] 세상에서 가장 재미있는 운동 버추얼메이트 반포점,* 이용 1일 전 취소신청시 100% 환불가능 * 이용 당일 취소신청 및 환불 불가
46281,[기간한정] 금진 해변 당일치기 서핑 feat 서프소울,"* 해당상품은 마이페이지에서 예약마감일 전까지 100% 취소, 환불 가능합니다. (단, 예약마감일부터는 취소, 환불 불가합니다. 예약마감일에 사용처리됩니다.) (예약마감일은 예약일별로 상이하며, URL을 통해 예약일정 지정시 확인 가능합니다.) * 구매 후 수신받은 예약 URL을 통해 예약일정을 선택하지 않으면 구매시점을 기준으로 일정시간 내 구매내역 자동취소 됩니다."
46282,[경기 가평] 캠프통포레스트 골드시즌 (4인이용권),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46283,[경기 가평] 캠프통포레스트 골드시즌 (6인이용권),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46284,[경기 안양] 워터랜드 이용권,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가 * 해당 상품은 중복 할인 적용 불가합니다.
46286,[경북 경주] 캘리포니아비치 1인권 + 경주월드 BIG5_골드시즌,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46287,[경북 경주] 캘리포니아비치 세트권 + 경주월드 BIG5_골드시즌,* 본 티켓은 다인구매 할인이 적용된 티켓으로 일부 인원에 대해 부분 취소/환불이 절대 불가합니다. * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46288,[경북 경주] 캘리포니아비치 패밀리권 + 경주월드 BIG5_골드시즌,* 본 티켓은 다인구매 할인이 적용된 티켓으로 일부 인원에 대해 부분 취소/환불이 절대 불가합니다. * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 가능 * 사용한 티켓은 환불 불가능합니다.
46289,[경기 양평] 한화리조트 야외 수영장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 복수 구매 시 부분 취소 불가(예:3장 구매 후 1장만 환불 불가)
46290,[강원 삼척] 래빗라운드 워터파크,"* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.   *  천재지변 또는 국가적 안보에 따른 일부 시설의 제한이 있을 수 있으며, 이로 인한 환불 및 취소는 불가합니다.   *  이용객이 많을 경우에는 쾌적한 이용을 위한 ‘입장제한’ 으로 이용이 제한될 수 있습니다.   *  안내사항 미숙지로 인한 불이익에 대해서는 환불이 불가합니다.   *  티켓 내역과 관람자가 일치하지 않을 경우 입장이 제한됩니다."
46291,[경기 남양주] 코코몽팜빌리지+바이킹,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불가능 * 사용한 티켓은 환불 불가능합니다.
46292,[강원 속초] 한화리조트 설악 워터피아,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
46294,[서울 송파] 파크하비오 워터킹덤 (7/20~8/18),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.   * (유효기간 만료 4일 후  자동 구매취소처리) * 사용한 티켓은 환불 불가능합니다.
46295,[경남 김해] 롯데워터파크 After12_골드시즌,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
46296,[전남 나주] 중흥 골드스파&워터락 GOLD시즌,* 예약 상품 / 이용 1일전 100% 환불		 * 이용 1일 전 취소신청시 100% 환불가능 * 이용 당일 취소신청 및 환불 불가
46297,[경북 울진] 덕구온천 스파월드 성수기,"* 유효기간 내 환불가능 * 유효기간 후 환불가능 * 부분환불 및 취소불가 * (한번에 결제하신 수량만큼, 현장에서 일괄발권처리 됩니다.) * 본 이용권은 부분사용 및 부분 취소가 불가합니다. * 한번에 결제하신 수량만큼, 현장에서 일괄 발권처리 됩니다. * 부분취소를 원하시는경우, 반드시 사용 전 전체 취소 후 재구매 해주시기 바랍니다. * 사용한 티켓은 환불 불가능합니다."
46299,[강원 홍천] 2019 썸머미션 대명 오션월드 오션페스타,* 공연당일 환불 불가 * 우천 등 기상 악화로 인한 당일 취소 및 환불 불가 * 부분환불 및 중복할인 불가 * 사용한 티켓 환불 불가
46301,[경기 용인] 캐리비안베이 평일 2인권 + 자켓대여권 1매 (7/19~7/26),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.     * (유효기간 만료 4일 후  자동 구매취소처리)       * 사용한 티켓은 환불 불가능합니다. * 취소접수 후 익일 취소환불 처리 진행되오니 참고 부탁드립니다.
46302,[서울 삼성]코엑스 아쿠아리움 ★야놀자 단독특가,* 유효기간 내 취소/환불 가능 * 유효기간 지난 후 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46303,[서울 삼성]코엑스 아쿠아리움 ★야놀자 단독특가,* 유효기간 내 취소/환불 가능 * 유효기간 지난 후 미사용 티켓에 한하여 환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46304,[충남 부여] 롯데 부여 아쿠아가든_7월,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
46305,[대구 달성] 스파밸리 골드시즌 야간권,* 패키지 1곳 이용시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46307,[서울 종로] 대학로 연극 달콤한 의뢰인 8월,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46308,[서울 강남] 콩VR 테마파크,* 유효기간 무관 미사용 환불 100% * 사용한 티켓은 환불 불가 * 부분취소/부분환불 불가능합니다.
46309,"[대구 달성] 스파밸리 골드시즌 3,4인권",* 패키지 1곳 이용시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46310,[경남 김해] 롯데워터파크 2인 종일권_골드시즌,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
46311,[서울 종로] 로맨스연극 연애하기좋은날 8월,• 유효기간 내 미사용티켓 100% 환불가능 • 유효기간 후 환불불가 • 사용한 티켓은 환불 불가능합니다. • 부분 이용 / 부분 환불 불가능합니다. • 구매하신 상품은 이용당일에 모두 사용해야하며 부분취소 및 부분환불 절대불가
46312,[경기 이천] 미란다 스파플러스,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46313,[바로사용] 캐리비안베이 야간이용 2인권 (7/20~8/18),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.     * (유효기간 만료 4일 후  자동 구매취소처리)       * 사용한 티켓은 환불 불가능합니다. * 취소접수 후 익일 취소환불 처리 진행되오니 참고 부탁드립니다.
46315,[경기 용인] 캐리비안베이 종일권+자켓무료★선착순특가 (~8/31),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.     * (유효기간 만료 4일 후  자동 구매취소처리)       * 사용한 티켓은 환불 불가능합니다. * 취소접수 후 익일 취소환불 처리 진행되오니 참고 부탁드립니다.
46316,[인천 중구] 영종도 스카이리조트 워터파크,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46317,[인천 중구] 파라다이스시티 씨메르(7/26~8/18),* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
46318,[대구 달성] 대구 스파밸리 풀파티!,* 패키지 1곳 이용시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46319,[부산 진구] 콩VR : VR체험,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분취소/부분환불 불가능합니다.
46320,[서울 강남] 2019 펫터파크_2차,* 2019년 08월 18일까지 취소 시 100% 환불 가능(이후 환불수수료 발생)    * 행사일 7일 이상 100% 환불    * 행사일 4일 전~6일 전까지 10% 공제    * 행사일 2일 전~3일 전까지 20% 공제    * 행사일 1일 전~행사 당일 환불불가    * 사용한 티켓 환불 불가
46321,[서울 성북] 블링블링~ 아이비 네일,"* 구매 후 업체 전화번호로 개별 예약진행 필수 * 개별 예약 후에는 환불불가, 예약 전까지는 100%환불가능 * 예약하시면 사용처리됩니다. * 현장 사정으로 인한 업체요청에 따른 예약 취소시에는 100%환불 진행됩니다."
46322,[서울 서초] 나만을 위한 프리미엄 커스터마이징 네일&패디 (예약 가능),"* 구매 후 수신받는 호스트(업체) 전화번호로 개별 예약진행 필수 * 개별 예약 후에는 환불불가, 예약 전까지는 100%환불가능 * 예약하시면 사용처리됩니다. * 현장 사정으로 인한 업체요청에 따른 예약 취소시에는 100%환불 진행됩니다. * 구매 후 수신받은 레저큐 URL을 통해 추가정보기입을 하지 않으면, 구매시점을 기준으로 일정시간 내 구매내역 자동취소 됩니다."
46323,[경기 성남] 에스테틱 아름다운차이 토탈뷰티샵,"* 구매 후 업체 전화번호로 개별 예약진행 필수 * 개별 예약 후에는 환불불가, 예약 전까지는 100%환불가능 * 예약하시면 사용처리됩니다. * 현장 사정으로 인한 업체요청에 따른 예약 취소시에는 100%환불 진행됩니다."
46324,[부산 해운대] 부산 아쿠아리움 + 스타벅스 증정,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
46325,[경기 포천]신북온천 스프링폴,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가    * 딜 진행중 고객이 임의로 취소/환불 불가(업체확인 후 처리)    * 취소/환불 요청시 MMS 바코드 사용여부 확인후 처리(2~3일 소요)
